title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,Euphora Coffee,95,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,$10.00/4 ounces,October 2022,9,9,9,9,9,,
Guatemala Finca Las Victorias Anaerobic Natural,Euphora Coffee,93,"Taipei, Taiwan","Fraijanes Plateau, Guatemala",Medium-Light,60/77,$10.00 / 8 ounces,October 2022,9,8,9,9,8,,
Costa Rica Las Lajas Perla Negra,Durango Coffee Company,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,57/76,$18.95/12 ounces,October 2022,9,9,9,9,9,,
Ecuador COE 1st place Arashi Typica Mejorado Washed,GK Coffee,96,"Yilan, Taiwan","Saraguro, Loja, Ecuador",Light,62/80,NT $800/20 grams,October 2022,9,9,9,10,9,,
Taste Bud Travel Blend Espresso,Cozy House Coffee,93,"Taipei City, Taiwan",Brazil; Costa Rica; Guatemala,Medium-Light,52/70,NT $550/454 grams,October 2022,8,,9,9,8,9,
Fruit of the Goddess Espresso Blend,Cozy House Coffee,94,"Taipei City, Taiwan",Kenya; Costa Rica; Ethiopia,Medium-Light,52/70,NT $550/454 grams,October 2022,9,,9,9,8,9,
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,Cozy House Coffee,94,"Taipei City, Taiwan","Western Highlands Province, Papua New Guinea",Medium-Light,57/77,NT $550/227 grams,October 2022,9,9,9,9,8,,
Kenya Nyeri Asali Peaberry,Cozy House Coffee,95,"Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/77,NT $500/227 grams,October 2022,9,9,9,9,9,,
Memories of Autumn,Bargain Cafe,94,"Taitung, Taiwan",Ethiopia; Colombia,Light,64/82,NT$399/8 ounces,October 2022,9,9,9,9,8,,
Ethiopia Natural Guji Morel Floral Kudume,Bargain Cafe,92,"Taitung, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,63/87,NT$275/8 ounces,October 2022,9,9,8,9,7,,
Ethiopia Gera Estate Anaerobic Natural,Magnolia Coffee,95,"Charlotte, North Carolina","Djimma growing region, Oromia State, Ethiopia",Medium-Light,60/78,$22.00/12 ounces,October 2022,9,9,9,9,9,,
Open Country Cafe Series,RamsHead Coffee Roasters,93,"Bozeman, Montana","El Salvador, Guatemala",Medium-Light,55/73,$18.00/12 ounces,October 2022,9,8,9,9,8,,
Backwoods Espresso,RamsHead Coffee Roasters,93,"Bozeman, Montana","Costa Rica, El Salvador",Medium,50/64,$17.50/12 ounces,October 2022,9,,8,9,8,9,
Costa Rica Cerro Dragon Geisha Honey,RamsHead Coffee Roasters,94,"Bozeman, Montana","Tarrazú, Costa Rica",Medium-Light,59/78,$30.00/12 ounces,October 2022,9,9,9,9,8,,
Guatemala Washed El Injerto EI05 Mocca,Kakalove Cafe,96,"Chia-Yi, Taiwan","La Libertad, Huehuetenango Department, Guatemala",Light,61/81,NT $1200/4 ounces,October 2022,9,9,9,10,9,,
Taiwan Natural Alishan Zhuo-Wu Geisha,Kakalove Cafe,95,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,60/78,NT $600/50 grams,October 2022,9,9,9,9,9,,
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,63/85,NT $325/8 ounces,October 2022,9,9,9,9,9,,
Honduras Washed Amucap Espresso,Kakalove Cafe,93,"Chia-Yi, Taiwan","Masaguara, Intibucá Department, Honduras",Medium-Light,58/77,NT $200/8 ounces,October 2022,9,,8,9,8,9,
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,SOT Coffee Roaster,95,"Osaka, Japan","Guji Zone, Oromia Region, southern Ethiopia",Light,72/90,$12.50/100 grams,October 2022,10,9,9,9,8,,
Colombia Cerro Azul Enano,Equator Coffees,94,"San Rafael, California","Trujillo, Valle del Cauca Department, Colombia",Medium-Light,60/77,$26.00/12 ounces,October 2022,9,9,9,9,8,,
Nicaragua Flor de Dalia Natural,Equator Coffees,92,"San Rafael, California","La Dalia, Matagalpa Department, northern Nicaragua",Medium-Light,62/78,$18.00/12 ounces,October 2022,8,8,9,9,8,,
Reina de la Asuncion Ecuador,JBC Coffee Roasters,94,"Madison, Wisconsin","Congonama, Loja, Ecuador",Medium-Light,58/74,$20.00/12 ounces,October 2022,9,9,9,9,8,,
Ethiopia Guji Uraga More Floral Kudume Washed,GK Coffee,95,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,65/82,NT $550/200 grams,October 2022,9,9,9,9,9,,
Ethiopia Guji Uraga More Floral Kudume Natural,GK Coffee,94,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,62/77,NT $550/200 grams,October 2022,9,9,9,9,8,,
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$21.95/12 ounces,October 2022,9,9,9,9,8,,
Blue Ridge Blend,Roadmap CoffeeWorks,92,"Lexington, Virginia",Not disclosed,Medium,46/72,$16.95/12 ounces,October 2022,8,8,9,9,8,,
Kenya AA TOP Nairobi Rose,David's Nose,94,"Taipei, Taiwan","Embu County, Kenya",Medium-Light,60/77,NT $400/8 ounces,September 2022,9,9,9,9,8,,
Worry Free Espresso,David's Nose,92,"Taipei, Taiwan",Ethiopia; Honduras,Medium-Light,57/77,NT $400/8 ounces,September 2022,8,,9,9,8,8,
Purple Tipsy Night,David's Nose,92,"Taipei, Taiwan",Ethiopia; Colombia,Light,65/81,NT $400/8 ounces,September 2022,9,8,9,9,7,,
Kahiko,Hula Daddy Kona Coffee,96,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$47.95/8 ounces,September 2022,9,9,9,10,9,,
Kenya Ndumberi Peaberry,Mostra Coffee,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,58/77,$27.00/14 ounces,September 2022,9,9,9,9,8,,
Taiwan Alishan Espresso Pacamara Natural,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan","Alishan Township, Chiayi County, Taiwan",Medium,48/67,NT $2300/230 grams,September 2022,9,,9,9,8,9,
Kenya Ngaita Peaberry,Mostra Coffee,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,60/77,$27.00/14 ounces,September 2022,9,9,8,9,9,,
Ka‘ū Champagne Natural Half-Caf,Paradise Roasters,93,"Minneapolis, Minnesota","Ka‘ū growing region, Big Island of Hawai’i",Light,64/86,$30.00/4 ounces,September 2022,9,8,9,9,8,,
Espresso Nuevo,Paradise Roasters,93,"Minneapolis, Minnesota",Thailand; Vietnam; Latin America,Medium-Light,52/70,$19.00/12 ounces,September 2022,9,,8,9,8,9,
Vietnam Robusta Carbonic Maceration,Paradise Roasters,92,"Minneapolis, Minnesota","Lam Dong Province, Vietnam",Medium-Light,52/70,$25.00/12 ounces,September 2022,9,8,8,9,8,,
Kenya Washed Nyeri Hill Farm AA Top,Kakalove Cafe,96,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/77,NT $390/8 ounces,September 2022,9,9,9,10,9,,
Ethiopia Nano Genji,Temple Coffee,95,"Sacramento, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Light,62/80,$25.50/12 ounces,September 2022,9,9,9,9,9,,
Ethiopia Natural Sidama Abebe 74110,Kakalove Cafe,95,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/80,NT $300/4 ounces,September 2022,9,9,9,9,9,,
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/84,NT $350/4 ounces,September 2022,9,9,9,9,9,,
Rwanda Sholi Natural Single-Origin Espresso,Temple Coffee,94,"Sacramento, California","Muhanga, Rwanda",Medium-Light,56/72,$22.00/12 ounces,September 2022,9,,9,9,8,9,
Guatemala Washed Finca El General Lot SummerEnd Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Medium-Light,56/74,NT $240/8 ounces,September 2022,9,,9,9,8,9,
Guatemala Washed Acatenango Finca El General Pacamara Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Medium-Light,58/78,NT $350/8 ounces,September 2022,9,,9,9,8,9,
Guatemala Los Santos,Temple Coffee,93,"Sacramento, California","Chimaltenango, Guatemala",Medium-Light,58/77,$22.00/12 ounces,September 2022,9,9,8,9,8,,
Finca Cerro Azul Aces Lot,Revel Coffee,94,"Billings, Montana","Guerrero State, Mexico",Medium-Light,61/79,$32.25/8 ounces,September 2022,9,9,9,9,8,,
Mexico Nyarita Canela,Mostra Coffee,92,"San Diego, California","Nyarita, Mexico",Medium-Light,60/78,$25.00/14 ounces,September 2022,8,8,9,9,8,,
Gachatha Kenya,JBC Coffee Roasters,96,"Madison, Wisconsin","Karundu, Nyeri County, Kenya",Medium-Light,59/77,$24.00/12 ounces,September 2022,9,9,9,10,9,,
El Duende Peru,JBC Coffee Roasters,94,"Madison, Wisconsin","Huarango, San Ignacio, Cajamarca growing region, Peru",Medium-Light,58/76,$17.00/12 ounces,September 2022,9,9,9,9,8,,
Rwanda Agasaro,Durango Coffee Company,93,"Durango, Colorado","Western Province, Rwanda",Medium-Light,60/77,$18.95/12 ounces,September 2022,9,8,9,9,8,,
Ethiopia Yirgacheffe G1 Idido Natural,GK Coffee,95,"Yilan, Taiwan","Gedeo Zone, SNNP Region, southern Ethiopia",Light,65/85,NT $550/200 grams,September 2022,9,9,9,9,9,,
San Jose Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin","Coatepec, Veracruz State, Mexico",Medium-Light,57/77,$17.00/12 ounces,August 2022,9,,8,9,8,9,
Bella Carmona Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin","Antigua growing region, Guatemala",Medium-Light,60/78,$17.00/12 ounces,August 2022,9,,8,9,8,9,
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/78,$54.95/8 ounces,August 2022,10,9,8,10,9,,
Nicaragua La Bastilla Estate Anaerobic,RamsHead Coffee Roasters,93,"Bozeman, Montana","Jinotega, Nicaragua",Medium-Light,57/74,$17.50/12 ounces,August 2022,9,9,8,9,8,,
Colombia Geisha,Jaunt Coffee Roasters,94,"San Diego, California","Planadas, Tolima, Colombia",Medium-Light,58/76,$24.00/8 ounces,August 2022,9,9,9,9,8,,
Ethiopia Guji Hambela Dabaye,Jaunt Coffee Roasters,93,"San Diego, California","Guji Zone, Oromia Region, Ethiopia",Medium-Light,62/78,$22.00/12 ounces,August 2022,9,9,8,9,8,,
Colombia Don Ruiz Anaerobic,Roadmap CoffeeWorks,95,"Lexington, Virginia","Caldas, Colombia",Medium-Light,60/78,$28.50/12 ounces,August 2022,9,9,9,9,9,,
Colombia FUDAM Nariño,Roadmap CoffeeWorks,94,"Lexington, Virginia","La Union, Nariño, Colombia",Light,62/80,$18.50/12 ounces,August 2022,9,9,9,9,8,,
Peru Walther Acuna,Roadmap CoffeeWorks,91,"Lexington, Virginia","La Coipa, Cajamarca, Peru",Medium-Light,59/76,$19.95/12 ounces,August 2022,8,8,9,9,7,,
Sumatra Aceh Gayo Mountain Musara Honey Process,Buon Caffe,93,"Taipei, Taiwan","Aceh Province, Sumatra, Indonesia",Medium-Light,60/77,NT $399/8 ounces,August 2022,9,8,9,9,8,,
Ethiopia Guji Hambela Buku Saysa Natural Process,Buon Caffe,93,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,64/80,NT $429/8 ounces,August 2022,9,9,8,9,8,,
Papua New Guinea Timuza Organic,Magnolia Coffee,92,"Charlotte, North Carolina","Eastern Highlands, Papua New Guinea",Light,64/88,$17.00/12 ounces,August 2022,9,8,9,8,8,,
El Salvador Monte Verde,Speedwell Coffee,92,"Plymouth, Massachusetts","Monte Verde, Santa Ana Department, central El Salvador",Medium-Light,62/72,$15.00/12 ounces,August 2022,9,8,8,9,8,,
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,58/76,$21.00/12 ounces,August 2022,9,9,9,9,8,,
Nano Genji #7,JBC Coffee Roasters,95,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/78,$19.00/12 ounces,July 2022,9,9,9,9,9,,
Tio Conejo Colombia,JBC Coffee Roasters,94,"Madison, Wisconsin","Vereda Santa Rita, Manizales, Caldas, Colombia",Medium-Light,58/76,$18.00/8 ounces,July 2022,9,9,9,9,8,,
Cruz Loma,JBC Coffee Roasters,94,"Madison, Wisconsin","San José de Minas, Pichincha Province, Ecuador",Medium-Light,57/75,$25.00/8 ounces,July 2022,9,9,9,9,8,,
Ethiopia Honey Yirgacheffe Idido G1,Kakalove Cafe,95,"Chia-Yi, Taiwan","Gedeo Zone, SNNP Region, southern Ethiopia",Medium-Light,60/80,NT $350/8 ounces,July 2022,9,9,9,9,9,,
Taiwan Natural Alishan Ching-Ye Farm,Kakalove Cafe,94,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,58/76,NT $550/4 ounces,July 2022,9,9,9,9,8,,
Hawaii Ka‘ū Bourbon Anaerobic Natural,Paradise Roasters,95,"Minneapolis, Minnesota","Ka‘ū growing region, Big Island of Hawai’i",Medium-Light,57/74,$30.00/4 ounces,July 2022,9,9,9,9,9,,
Chelchele Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/78,$19.00/12 ounces,July 2022,9,9,9,9,8,,
Colombia Antioquia Magico,Paradise Roasters,94,"Minneapolis, Minnesota","Urrao, Antioquia Department, Colombia",Light,62/80,$19.00/6 ounces,July 2022,9,9,9,9,8,,
Costa Rica Hacienda La Minita,RamsHead Coffee Roasters,94,"Bozeman, Montana","Los Santos, Tarrazú, Costa Rica",Medium-Light,57/73,$17.50/12 ounces,July 2022,,9,9,9,9,8,
Rwanda Karambi Station Natural,RamsHead Coffee Roasters,93,"Bozeman, Montana","Nyamasheke District, Rwanda",Medium-Light,58/76,$17.50/12 ounces,July 2022,9,8,9,9,8,,
Lone Peak Cafe Series Blend,RamsHead Coffee Roasters,92,"Bozeman, Montana",El Salvador; Costa Rica,Medium,50/67,$17.50/12 ounces,July 2022,9,8,9,9,7,,
Kenya Nyeri Gathaithi,Jaunt Coffee Roasters,93,"San Diego, California","Nyeri growing region, south-central Kenya",Medium-Light,62/78,$23.00/12 ounces,July 2022,9,9,8,9,8,,
Costa Rica Bounty Gesha,Barrington Coffee Roasting Co.,94,"Lee, Massachusetts","Dota, Tarrazú growing region, Costa Rica",Medium-Light,60/78,$39.45/12 ounces,July 2022,9,9,9,9,8,,
Panama Static Gesha Natural,PT's Coffee Roasting Co.,95,"Topeka, Kansas","Boquete growing region, Panama",Medium-Light,58/77,$45.00/12 ounces,July 2022,9,9,9,9,9,,
Panama La Mula Geisha Washed,GK Coffee,95,"Yilan, Taiwan","Chiriqui Province, western Panama",Light,60/82,NT $1800/60 grams,July 2022,9,,9,9,9,,9
Costa Rica San Gabriel SL28 Anaerobic Natural,GK Coffee,94,"Yilan, Taiwan","Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium-Light,58/76,NT $600/200 grams,July 2022,9,9,9,9,8,,
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,GK Coffee,93,"Yilan, Taiwan","Mercedes Sur, Turrubares, San José Province, Costa Rica",Medium-Light,58/78,NT $600/200 grams,July 2022,9,,8,9,8,9,
Colombia Planadas Ibague,Jaunt Coffee Roasters,93,"San Diego, California","Tolima Department, Colombia",Medium-Light,59/77,$26.00/12 ounces,June 2022,9,8,9,9,8,,
Burundi Kabarore Commune,Jaunt Coffee Roasters,92,"San Diego, California","Kayanza Province, Burundi",Medium-Light,56/72,$20.00/12 ounces,June 2022,9,8,8,9,8,,
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,PT's Coffee Roasting Co.,95,"Topeka, Kansas","Alto Quiel, Panama",Medium-Light,60/77,$65.00/8 ounces,June 2022,9,9,9,10,8,,
Kona SL34 Champagne Natural Uluwehi Farm,Paradise Roasters,95,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/76,$30.00/4 ounces,June 2022,9,9,9,9,9,,
Tanzania Mbeya Mimba,Roadmap CoffeeWorks,95,"Lexington, Virginia","Mbozi, Mbeya growing region, southwestern Tanzania",Medium-Light,58/76,$18.75/12 ounces,June 2022,9,9,9,9,9,,
Costa Rica La Chumeca,Roadmap CoffeeWorks,94,"Lexington, Virginia","Santa Maria de Dota, Costa Rica",Medium-Light,60/78,$23.00/12 ounces,June 2022,9,9,9,9,8,,
Ethiopia Sidamo Yirgalem,Roadmap CoffeeWorks,92,"Lexington, Virginia","Sidamo growing region, southern Ethiopia",Medium-Light,61/77,$19.50/12 ounces,June 2022,9,8,8,9,8,,
Gesha Spirits,Mostra Coffee,95,"San Diego, California","Huila, Colombia",Medium-Light,60/77,$24.50/5.5 ounces,June 2022,9,9,9,10,8,,
Kenya Nyeri Hill Farm AA TOP,Buon Caffe,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,59/79,NT $349/8 ounces,June 2022,9,9,9,9,8,,
Philippines Sitio Belis 1017,Mostra Coffee,93,"San Diego, California","Benguet, Philippines",Medium-Light,59/76,$26.50/6 ounces,June 2022,9,9,8,9,8,,
Philippines Sitio Belis 1014,Mostra Coffee,92,"San Diego, Calfornia","Benguet Province, The Philippines",Medium-Light,58/76,$26.50/6 ounces,June 2022,8,8,9,9,8,,
Costa Rica Tarrazu Dota El Diosa Geisha,Buon Caffe,93,"Taipei, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/76,NT $789/8 ounces,June 2022,9,9,8,9,8,,
Ethiopia Gedeb Worka Single Variety 74110 G1,Buon Caffe,92,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,58/76,NT $349/8 ounces,June 2022,9,8,8,9,8,,
Costa Rica Las Montañas Honey,Jackrabbit Java,94,"Thermopolis, Wyoming","Tarrazú growing region, Costa Rica",Medium-Light,60/78,$14.00/12 ounces,June 2022,9,9,9,9,8,,
Colombia Finca La Guaca Ají,Equator Coffees,94,"San Rafael, California","Pitalito Municipality, Huila Department, Colombia",Light,62/80,$19.50/6 ounces,June 2022,9,9,9,9,8,,
Panama Finca Santa Teresa,Jackrabbit Java,93,"Thermopolis, Wyoming","Chiriquí Province, Panama",Medium-Light,59/77,$14.00/12 ounces,June 2022,9,9,8,9,8,,
Zambia Mafinga Hills Natural,Jackrabbit Java,92,"Thermopolis, Wyoming","Northern Province, Zambia",Medium-Light,58/74,$14.00/12 ounces,June 2022,9,8,8,9,8,,
Mexico Altura Natural Water Process Decaf,Jackrabbit Java,91,"Thermopolis, Wyoming","Chiapas, Mexico",Medium-Light,57/74,$14.00/12 ounces,June 2022,8,8,9,9,7,,
Kenya Washed Kiambu Uklili AB Espresso,Kakalove Cafe,96,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,54/72,NT $400/8 ounces,June 2022,9,,9,9,9,10,
Karatina Kenya,JBC Coffee Roasters,95,"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,58/76,$23.00/12 ounces,June 2022,9,9,9,9,9,,
Karamo Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin","Sidama growing region, Ethiopia",Medium-Light,60/78,$19.00/12 ounces,June 2022,9,9,9,9,8,,
Ethiopia Natural Shakisso Mormora 74112,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,54/76,NT $325/8 ounces,June 2022,9,9,9,9,9,,
Ethiopia Washed Shakisso Mormora 74112,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $325/8 ounces,June 2022,9,9,9,9,9,,
Tang Bohu Espresso Blend,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan",Ethiopia; Kenya; Colombia; Costa Rica,Medium,45/70,NT $650/8 ounces,June 2022,9,,9,9,9,9,
Ethiopia Keramo Natural,Rusty Dog Coffee,93,"Madison, Wisconsin","Sidama growing region, Ethiopia",Medium-Light,60/78,$17.75/12 ounces,June 2022,9,8,9,9,8,,
Costa Rica Los Torres Microlot Black Honey,Rusty Dog Coffee,93,"Madison, Wisconsin","Rivas District, Chirripo Region, Costa Rica",Medium-Light,59/77,$18.75/12 ounces,June 2022,9,8,9,9,8,,
Colombia Quindio Anaerobic Natural,Paradise Roasters,94,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium-Light,60/78,$30.00/12 ounces,June 2022,9,,8,9,9,9,
Colombia Tres Dragones Natural,PT's Coffee Roasting Co.,94,"Topeka, Kansas","Caicedonia, Valle de Cauca Department, Colombia",Medium-Light,58/76,$25.00/12 ounces,June 2022,9,,9,9,8,9,
Colombia Finca Jardines del Eden Ice Fermentation Natural,GK Coffee,94,"Yilan, Taiwan","Cauca Department, Colombia",Medium-Light,58/74,NT $500/100 grams,June 2022,9,,9,9,8,9,
Honduras Natural San Vicente Belarmino Contreras Pacas,Kakalove Cafe,94,"Chia-Yi, Taiwan","Santa Barbara Department, Honduras",Medium-Light,58/78,NT $275/8 ounces,June 2022,9,,9,9,8,9,
Chasing Horizon Natural Espresso,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan",Ethiopia,Medium,48/64,NT $800/8 ounces,June 2022,9,,9,9,8,10,
Supernatural,Barrington Coffee Roasting,95,"Lee, Massachusetts","Sidama Region, south-central Ethiopia",Medium-Light,56/74,$18.45/12 ounces,June 2022,9,,9,10,8,9,
Kona Natural Espresso,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,57/77,$62.95/8 ounces,June 2022,9,,9,9,9,9,
Colombia Quindio Anaerobic Natural,Paradise Roasters,94,"Minneapolis, Minnesota","Quindio Department, Colombia",Medium-Light,61/79,$30.00/12 ounces,June 2022,9,9,9,9,8,,
Colombia Pink Bourbon,Paradise Roasters,94,"Minneapolis, Minnesota","Pitalito, Huila Department, Colombia",Medium-Light,60/77,$19.00/6 ounces,June 2022,9,9,9,9,8,,
Philippine Heritage Microlot,Mostra Coffee,93,"San Diego, California","Atok, Benguet, The Philippines",Medium,48/62,$27.50/12 ounces,June 2022,9,8,9,9,8,,
Meridiano Ecuador,JBC Coffee Roasters,93,"Madison, Wisconsin","Quito, Pichincha Province, Ecuador",Medium-Light,58/77,$18.00/12 ounces,June 2022,9,8,9,9,8,,
Malaysia Sabah Honey,Paradise Roasters,92,"Minneapolis, Minnesota","Sabah State, East Malaysia",Medium-Light,62/78,$25.00/6 ounces,June 2022,9,8,9,9,8,,
Peru Gesha,SkyTop Coffee,94,"Manlius, New York","Pacaybamba growing region, Peru",Medium-Light,60/77,$30.00/12 ounces,May 2022,9,9,9,9,8,,
Colombia Wush Wush Dynamic Natural,SÖT Coffee Roaster,95,"Osaka, Japan","San Augustín, Huila Department, Colombia",Light,75/93,$33.00/200 grams,May 2022,9,9,9,9,9,,
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,PT's Coffee Roasting Co.,97,"Topeka, Kansas","Sharqi, Haraaz, Yemen",Medium-Light,58/76,$35.00/8 ounces,May 2022,10,9,9,10,9,,
Brazil Fazenda Samambaia Natural Fermentation Arara,Kakalove Cafe,95,"Chia-Yi, Taiwan","Santo Antônio do Amparo, Minas Gerais State, Brazil",Medium-Light,58/76,NT $600/8 ounces,May 2022,9,9,9,9,9,,
Brazil Ipanema Premier Cru Gold A49 Cherry,Euphora Coffee,93,"Taipei, Taiwan","Serra da Mantiqueira, Brazil",Medium-Light,60/77,NT $280/8 ounces,May 2022,9,8,9,9,8,,
Sítio Pedra Menina,Mostra Coffee,93,"San Diego, California","Alto Caparaó, Minas Gerais State, Brazil",Medium-Light,60/77,$16.00/5 ounces,May 2022,8,9,9,9,8,,
Brazil Legender Sitio Taquara Natural,Willoughby's Coffee & Tea,92,"Branford, Connecticut","Campestre, Minas Gerais State, Brazil",Medium-Light,56/74,$18.50/16 ounces,May 2022,8,9,9,8,8,,
Ethiopia Odola Washed,Ramshead Coffee Roasters,95,"Bozeman, Montana","Uraga, Guji Zone, Oromia Region, Southern Ethiopia",Light,60/82,$18.95/12 ounces,May 2022,9,9,9,10,8,,
Minanga Village Sulawesi,JBC Coffee Roasters,94,"Madison, Wisconsin","Toraja growing region, south-central Sulawesi, Indonesia",Medium-Light,54/72,$24.00/12 ounces,May 2022,9,8,9,9,9,,
Ka‘ū Tropical Punch Washed,Paradise Roasters,94,"Minneapolis, Minnesota","Ka‘ū, Big Island of Hawai’i",Medium-Light,58/74,$25.00/4 ounces,May 2022,9,9,9,9,8,,
