title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,region,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Panama Elida Green-Tip Geisha La Torre ASD,Willoughby's Coffee & Tea,95,"Branford, Connecticut",2021-04-01,9.0,9.0,9,9,9.0,Panama Elida Green-Tip Geisha La Torre ASD,0,0,1,0,0,0,120.00/16 ounces,0.7202611536780154,-0.29730434930743804,-0.02463898616908872,0.7227566911990813,-0.5201908828818085,-0.9352567622732032,0.8542816306959365,central_america,62.0,84.0,0,1,0,0,0
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2023-01-01,9.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,60.0,80.0,0,0,0,0,1
Kenya Washed Kiambu Windrush AA,Kakalove Cafe,96,"Chia-Yi, Taiwan",2023-08-01,9.0,9.0,9,10,9.0,Kenya Washed Kiambu Windrush AA,1,0,0,0,0,0,10.20/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2720396452324986,africa_arabia,57.0,77.0,0,0,0,0,1
El Jocote Natural,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-07-01,9.0,9.0,9,9,9.0,El Jocote Natural,0,0,1,0,0,0,16.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.14006299492306715,central_america,60.0,78.0,0,0,0,0,1
Open Country Cafe Series,RamsHead Coffee Roasters,93,"Bozeman, Montana",2022-10-01,9.0,8.0,9,9,8.0,Open Country Cafe Series,0,0,1,0,0,0,18.00/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.23045796088843112,central_america,55.0,73.0,0,0,0,0,1
Kenya Ndumberi Peaberry,Mostra Coffee,94,"San Diego, California",2022-09-01,9.0,9.0,9,9,8.0,Kenya Ndumberi Peaberry,1,0,0,0,0,0,27.00/14 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,-0.1527182901582181,africa_arabia,58.0,77.0,0,0,0,0,1
Cerro Azul Geisha,JBC Coffee Roasters,95,"Madison, Wisconsin",2021-04-01,9.0,9.0,9,9,9.0,Cerro Azul Geisha,0,0,0,0,0,0,28.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,0.13112190297302478,,62.0,80.0,0,1,0,0,0
Taiwan Nantou Yuchi Kanon Estate SL34 Natural,Kakalove Cafe,93,"Chia-Yi, Taiwan",2023-08-01,9.0,8.0,9,9,8.0,Taiwan Nantou Yuchi Kanon Estate SL34 Natural,0,0,0,0,1,0,12.60/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.06784542679726997,asia_pacific,58.0,74.0,0,0,0,0,1
Colombia Aponte Honey,Red Rooster Coffee Roaster,94,"Floyd, Virginia",2024-12-01,9.0,9.0,8,9,9.0,Colombia Aponte Honey,0,0,0,0,0,0,23.00/12 ounces,0.28228565725365723,-0.37431179347678845,0.07917327555667156,-0.5160755631885824,-0.09761936876702278,-0.9352567622732032,-0.15452618947752542,,64.0,88.0,0,1,0,0,0
Rwanda Akagera CWS Fully Washed Lot 9,Kakalove Cafe,93,"Chia-Yi, Taiwan",2021-06-01,9.0,8.0,9,9,8.0,Rwanda Akagera CWS Fully Washed Lot 9,1,0,0,0,0,0,6.60/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.35339511460132617,africa_arabia,58.0,78.0,0,0,0,0,1
Honduras Buenos Aires,Temple Coffee Roasters,92,"Sacramento, California",2020-09-01,9.0,8.0,8,9,8.0,Honduras Buenos Aires,0,0,1,0,0,0,19.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.21599476633397288,central_america,58.0,74.0,0,0,0,0,1
Colombia Mokka Anaerobic Natural Finca Hawaii,Paradise Roasters,96,"Hilo, Hawaii",2024-05-01,9.0,9.0,9,10,9.0,Colombia Mokka Anaerobic Natural Finca Hawaii,0,0,0,0,0,0,40.00/4 ounces,-1.4470258785804058,-1.1340826298699271,1.497940852475395,-0.46391420510910186,-0.2560836865600677,-0.8084395652175563,1.3062564605227565,,66.0,90.0,0,1,0,0,0
Ethiopia Guji Bule Hambela TOH#1,Buon Caffe,94,"Taipei, Taiwan",2024-07-01,9.0,9.0,9,9,8.0,Ethiopia Guji Bule Hambela TOH#1,1,0,0,0,0,0,17.97/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.09486551194038517,africa_arabia,57.0,76.0,0,0,0,0,1
Ethiopia Washed Bench Maji Baby Lucy Gesha,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-07-01,9.0,9.0,9,9,8.0,Ethiopia Washed Bench Maji Baby Lucy Gesha,1,0,0,0,0,0,9.00/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.29915813502210775,africa_arabia,64.0,86.0,0,1,0,0,0
Sumatra Pantan Musara,Paradise Roasters,94,"Minneapolis, Minnesota",2020-06-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,24.95/12 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.1255998003686089,asia_pacific,54.0,72.0,0,0,0,0,1
Colombia El Vergel #1,Speedwell Coffee,95,"Plymouth, Massachusetts",2024-05-01,9.0,9.0,9,9,9.0,Colombia El Vergel #1,0,0,0,0,0,0,15.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.2756554438711131,,62.0,80.0,0,1,0,0,0
Rock the House Blend,JBC Coffee Roasters,93,"Madison, Wisconsin",2022-05-01,9.0,8.0,9,9,8.0,Rock the House Blend,0,0,0,0,0,0,17.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.2449211554428894,,57.0,79.0,0,0,0,0,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2021-11-01,9.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,62.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,0.9211739055103061,hawaii,60.0,78.0,0,0,0,0,1
Kenya Gachatha Nyeri,Temple Coffee Roasters,93,"Sacramento, California",2021-11-01,9.0,8.0,9,9,8.0,Kenya Gachatha Nyeri,1,0,0,0,0,0,23.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.14729459220029628,africa_arabia,58.0,76.0,0,0,0,0,1
El Salvador Monte Verde,Speedwell Coffee,92,"Plymouth, Massachusetts",2023-09-01,8.0,9.0,8,9,8.0,El Salvador Monte Verde,0,0,1,0,0,0,16.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.26119224931665486,central_america,60.0,76.0,0,0,0,0,1
Costa Rica Central Valley,Satur Specialty Coffee,93,"Tainan City, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Costa Rica Central Valley,0,0,1,0,0,0,14.10/225 grams,-1.1151516250119804,1.6653614702987936,1.1288305885615804,-0.4899948841488421,1.2757380521060295,0.269506609755442,-0.4112478928191591,central_america,69.0,96.0,0,1,0,0,0
Laura’s Reserve SL34,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2023-01-01,9.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,60.0,80.0,0,0,0,0,1
Bella Carmona Honey Guatemala,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-09-01,9.0,9.0,8,9,8.0,Bella Carmona Honey Guatemala,0,0,1,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,central_america,59.0,81.0,0,0,0,0,1
Bolivia San Lorenzo,Jackrabbit Java,92,"Thermopolis, Wyoming",2024-12-01,9.0,8.0,8,9,8.0,Bolivia San Lorenzo,0,0,0,0,0,0,20.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.1997236724602074,,64.0,82.0,0,1,0,0,0
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,93,"Sacramento, California",2021-08-01,9.0,9.0,8,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.19249207518297826,africa_arabia,60.0,76.0,0,0,0,0,1
Monte Alban Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-03-01,9.0,9.0,8,9,8.0,Monte Alban Mexico,0,0,1,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,central_america,58.0,78.0,0,0,0,0,1
Matriarch,Jaunt Coffee Roasters,93,"San Diego, California",2024-11-01,9.0,8.0,9,9,8.0,Matriarch,1,0,1,0,0,1,19.00/12 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,-0.21599476633397288,central_america,56.0,74.0,0,0,0,0,1
Costa Rica Flor Lichi Meet Patch,Bargain Cafe,93,"Taitung, Taiwan",2023-12-01,9.0,9.0,8,9,8.0,Costa Rica Flor Lichi Meet Patch,0,0,1,0,0,0,14.97/200 grams,-1.1389138890868935,1.6751783453598768,1.336455112013101,0.018578357126093535,0.9852201361521141,0.9670011935614998,-0.4058241948612373,central_america,62.0,80.0,0,1,0,0,0
Rock the House Blend,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-02-01,9.0,8.0,9,9,8.0,Rock the House Blend,0,0,0,0,0,1,15.75/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.2648080479552694,,58.0,80.0,0,0,0,0,1
PNG Korgua Estate Natural,Utopian Coffee,93,"Fort Wayne, Indiana",2024-02-01,9.0,8.0,9,9,8.0,PNG Korgua Estate Natural,0,0,0,0,1,0,19.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.21599476633397288,asia_pacific,60.0,82.0,0,1,0,0,0
Ethiopia Kayon Mountain Washed,Roadmap CoffeeWorks,94,"Lexington, Virginia",2021-09-01,9.0,9.0,9,9,8.0,Ethiopia Kayon Mountain Washed,1,0,0,0,0,0,19.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.20153157177951467,africa_arabia,60.0,78.0,0,0,0,0,1
Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural,GK Coffee,94,"Yilan, Taiwan",2025-02-01,9.0,9.0,9,9,8.0,Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural,0,0,0,0,1,0,81.00/100 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,0.015416346537358863,asia_pacific,62.0,80.0,0,1,0,0,0
Gigesa Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin",2022-04-01,9.0,9.0,9,9,8.0,Gigesa Ethiopia,1,0,0,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,africa_arabia,56.0,74.0,0,0,0,0,1
Kona Maragogype,Rusty's Hawaiian,94,"Pahala, Hawaii",2024-07-01,9.0,9.0,9,9,8.0,Kona Maragogype,0,0,0,1,0,0,37.00/7 ounces,-1.4955022965792355,-1.1379161318635107,1.3479898077604078,2.43104116830207,-0.6258337614105045,1.7596086751592925,0.45473588112902785,hawaii,56.0,76.0,0,0,0,0,1
Papua New Guinea Timuza Organic,Magnolia Coffee,92,"Charlotte, North Carolina",2022-08-01,9.0,8.0,9,8,8.0,Papua New Guinea Timuza Organic,0,0,0,0,1,0,17.00/12 ounces,0.11281999775610188,-0.3789427998601484,0.35600597349203206,-0.5030352236687122,0.6418807809338508,-0.9352567622732032,-0.2449211554428894,asia_pacific,64.0,88.0,0,1,0,0,0
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,Kakalove Cafe,94,"Chia-Yi, Taiwan",2020-07-01,9.0,9.0,9,9,8.0,Taiwan Natural Alishan Zhuo-Wu Farm Geisha,0,0,0,0,1,0,30.00/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.8542816306959365,asia_pacific,56.0,72.0,0,0,0,0,1
Kona Maragogype Pink Honey,Paradise Roasters,94,"Minneapolis, Minnesota",2021-02-01,9.0,9.0,9,9,8.0,Kona Maragogype Pink Honey,0,0,0,1,0,0,29.95/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.8524737313766293,hawaii,64.0,86.0,0,1,0,0,0
Ethiopia Guji Hambela Red Honey G1,Buon Caffe,92,"Taipei, Taiwan",2025-02-01,8.0,8.0,9,9,8.0,Ethiopia Guji Hambela Red Honey G1,1,0,0,0,0,0,10.47/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.2648080479552694,africa_arabia,61.0,85.0,0,1,0,0,0
Yemen Al Mashtal Al Burhani,Paradise Roasters,94,"Minneapolis, Minnesota",2021-04-01,9.0,9.0,9,9,8.0,Yemen Al Mashtal Al Burhani,1,0,0,0,0,0,24.95/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.6264863164632194,africa_arabia,58.0,78.0,0,0,0,0,1
Kenya Gachatha AA Top,Buon Caffe,94,"Taipei, Taiwan",2024-09-01,9.0,9.0,9,9,8.0,Kenya Gachatha AA Top,1,0,0,0,0,0,9.27/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.29192653774487864,africa_arabia,62.0,80.0,0,1,0,0,0
Holiday Coffee,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-09-01,9.0,9.0,9,9,9.0,Holiday Coffee,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,58.0,66.0,0,0,0,0,1
Gimbo Geisha,Heat Coffee,93,"Taipei, Taiwan",2024-09-01,9.0,9.0,8,9,8.0,Gimbo Geisha,1,0,0,0,0,0,10.50/227 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.4347505839701537,africa_arabia,62.0,82.0,0,1,0,0,0
Kenya Rumukia FCS Maganjo,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Kenya Rumukia FCS Maganjo,1,0,0,0,0,0,10.50/200 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.4347505839701537,africa_arabia,58.0,75.0,0,0,0,0,1
5a Sur,El Gran Cafe,91,"Antigua, Guatemala",2022-11-01,9.0,8.0,9,8,7.0,5a Sur,0,0,1,0,0,0,5.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.42571108737361735,central_america,50.0,66.0,0,0,1,0,0
Gesha Spirits,Mostra Coffee,95,"San Diego, California",2022-06-01,9.0,9.0,9,10,8.0,Gesha Spirits,0,0,0,0,0,0,24.50/5.5 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,0.3028723383072164,,60.0,77.0,0,0,0,0,1
Guatemala Honey Finca El General Gesha,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-06-01,9.0,9.0,9,9,8.0,Guatemala Honey Finca El General Gesha,0,0,1,0,0,0,9.00/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.09486551194038517,central_america,62.0,80.0,0,1,0,0,0
Ka’u Pink Honey,Paradise Roasters,94,"Minneapolis, Minnesota",2021-02-01,9.0,9.0,9,9,8.0,Ka’u Pink Honey,0,0,0,1,0,0,24.95/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.6264863164632194,hawaii,64.0,84.0,0,1,0,0,0
Kona Champagne Natural Black Rock Farm,Paradise Roasters,93,"Minneapolis, Minnesota",2020-09-01,9.0,9.0,8,9,8.0,Kona Champagne Natural Black Rock Farm,0,0,0,1,0,0,24.95/12 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.1255998003686089,hawaii,62.0,80.0,0,1,0,0,0
Mexico Montecristo Reserve,Northbound Coffee Roasters,92,"Mount Shasta, California",2024-10-01,8.0,8.0,9,9,8.0,Mexico Montecristo Reserve,0,0,1,0,0,0,18.00/12 ounces,0.733274081973128,-0.7994587697286684,-3.2774231869095765,-0.43783352606936154,-5.194888257776621,-0.8084395652175563,-0.23045796088843112,central_america,58.0,78.0,0,0,0,0,1
Thailand Pink Valley Natural,Paradise Roasters,93,"Minneapolis, Minnesota",2021-03-01,9.0,9.0,8,9,8.0,Thailand Pink Valley Natural,0,0,0,0,1,0,24.95/12 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.1255998003686089,asia_pacific,60.0,80.0,0,0,0,0,1
Kona Geisha Peaberry Yeast Fermentation Washed,Paradise Roasters,95,"Hilo, Hawaii",2024-06-01,9.0,9.0,9,9,9.0,Kona Geisha Peaberry Yeast Fermentation Washed,0,0,0,1,0,0,80.00/4 ounces,-1.4470258785804058,-1.1340826298699271,1.497940852475395,-0.46391420510910186,-0.2560836865600677,-0.8084395652175563,3.1141557798300363,hawaii,59.0,84.0,0,1,0,0,0
Holiday Coffee,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-09-01,9.0,9.0,9,9,9.0,Holiday Coffee,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,58.0,66.0,0,0,0,0,1
Costa Rica Central Valley Honey Geisha,Bear Lake Coffee,94,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,8.0,Costa Rica Central Valley Honey Geisha,0,0,1,0,0,0,16.00/6 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.018933740529479437,central_america,62.0,80.0,0,1,0,0,0
Hunapu Natural Guatemala,JBC Coffee Roasters,94,"Madison, Wisconsin",2022-01-01,9.0,9.0,9,9,8.0,Hunapu Natural Guatemala,0,0,1,0,0,0,19.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21599476633397288,central_america,56.0,76.0,0,0,0,0,1
Panama Finca Santa Teresa,Jackrabbit Java,93,"Thermopolis, Wyoming",2022-06-01,9.0,9.0,8,9,8.0,Panama Finca Santa Teresa,0,0,1,0,0,0,14.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.2901186384255714,central_america,59.0,77.0,0,0,0,0,1
Costa Rica Hacienda Sonora Natural Milenio,Corvus Coffee,94,"Denver, Colorado",2024-12-01,9.0,9.0,9,9,8.0,Costa Rica Hacienda Sonora Natural Milenio,0,0,1,0,0,0,19.00/8 ounces,0.5656687542527391,-0.6244462169992683,-1.558753520560879,-0.5291159027084525,-1.6030303878009464,-0.9352567622732032,-0.07136282078939055,central_america,62.0,84.0,0,1,0,0,0
Esperanza Bourbon,El Gran Cafe,92,"Antigua, Guatemala",2021-12-01,8.0,9.0,8,9,8.0,Esperanza Bourbon,0,0,1,0,0,0,16.50/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.2521527527201185,central_america,59.0,76.0,0,0,0,0,1
Ethiopia Kayon Mountain,Roadmap CoffeeWorks,95,"Lexington, Virginia",2025-01-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.14006299492306715,africa_arabia,64.0,88.0,0,1,0,0,0
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2021-11-01,9.0,9.0,9,9,9.0,Kona Mocca®,0,0,0,1,0,0,89.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.530435976116859,hawaii,57.0,78.0,0,0,0,0,1
Colombia Wilton Benitez Sudan Rume,Utopian Coffee,96,"Fort Wayne, Indiana",2024-11-01,9.0,9.0,9,10,9.0,Colombia Wilton Benitez Sudan Rume,0,0,0,0,0,0,29.00/8 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,0.15281669480471216,,64.0,84.0,0,1,0,0,0
Pearl,Utopian Coffee,91,"Fort Wayne, Indiana",2024-01-01,8.0,9.0,8,9,7.0,Pearl,0,0,0,0,0,0,18.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.23045796088843112,,64.0,86.0,0,1,0,0,0
Colombia La Palma Y El Tucán Gesha Natural,Equator Coffees,94,"San Rafael, California",2021-11-01,9.0,9.0,9,9,8.0,Colombia La Palma Y El Tucán Gesha Natural,0,0,0,0,0,0,40.00/4 ounces,0.3885793947729697,-0.8028838096326854,0.13684675429320503,0.10986073376518457,-0.30890512582441565,-0.9352567622732032,1.3062564605227565,,56.0,72.0,0,0,0,0,1
Ethiopia Hateso Guji Washed,RamsHead Coffee Roasters,94,"Bozeman, Montana",2022-11-01,9.0,9.0,9,9,8.0,Ethiopia Hateso Guji Washed,1,0,0,0,0,0,20.00/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,-0.1997236724602074,africa_arabia,59.0,78.0,0,0,0,0,1
Monarch Estate Hawaiian Gesha,Monarch Coffee,92,"Holualoa, Hawai’i",2022-02-01,9.0,8.0,8,9,8.0,Monarch Estate Hawaiian Gesha,0,0,0,1,0,0,42.00/4 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.3966514264881205,hawaii,60.0,74.0,0,0,0,0,1
Esperanza Villa Sarchi,El Gran Cafe,92,"Antigua, Guatemala",2022-11-01,9.0,8.0,8,9,8.0,Esperanza Villa Sarchi,0,0,1,0,0,0,16.50/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.2521527527201185,central_america,58.0,78.0,0,0,0,0,1
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,94,"Yilan, Taiwan",2021-07-01,9.0,9.0,9,9,8.0,Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,0,0,1,0,0,0,18.00/200 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.38774520166816445,central_america,62.0,80.0,0,1,0,0,0
Sumatra Pantan Musara,Paradise Roasters,94,"Minneapolis, Minnesota",2020-06-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,24.95/12 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,-0.1255998003686089,asia_pacific,54.0,72.0,0,0,0,0,1
Anniversary Blend,Temple Coffee,93,"Sacramento, California",2023-10-01,9.0,9.0,8,9,8.0,Anniversary Blend,1,0,1,0,0,1,23.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.15452618947752542,central_america,60.0,74.0,0,0,0,0,1
Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6,Euphora Coffee,97,"Taipei, Taiwan",2024-10-01,9.0,10.0,9,10,9.0,Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6,0,0,1,0,0,0,80.00/4 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,3.1141557798300363,central_america,66.0,84.0,0,1,0,0,0
