title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Colombia Villa Betulia CM Sidra,Corvus Coffee,96,"Denver, Colorado",2024-12-01,9.0,9.0,9,10,9.0,Colombia Villa Betulia CM Sidra,0,0,0,0,0,0,46.00/8 ounces,39.7392364,-104.984862,-4.4,0.0,17.9,0.0,5.75,60.0,84.0,False,True,False,False,False
Ethiopia Anaerobic Worka Sakaro,Red Rooster Coffee Roaster,95,"Floyd, Virginia",2024-12-01,9.0,9.0,9,9,9.0,Ethiopia Anaerobic Worka Sakaro,1,0,0,0,0,0,24.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,2.0,66.0,92.0,False,True,False,False,False
Costa Rica Hacienda Sonora Natural Milenio,Corvus Coffee,94,"Denver, Colorado",2024-12-01,9.0,9.0,9,9,8.0,Costa Rica Hacienda Sonora Natural Milenio,0,0,1,0,0,0,19.00/8 ounces,39.7392364,-104.984862,-4.4,0.0,17.9,0.0,2.38,62.0,84.0,False,True,False,False,False
Costa Rica Alma Negra Natural,Red Rooster Coffee Roaster,94,"Floyd, Virginia",2024-12-01,9.0,9.0,9,9,8.0,Costa Rica Alma Negra Natural,0,0,1,0,0,0,25.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,2.08,58.0,88.0,False,True,False,False,False
El Salvador Finca Santa Sofia Natural Kenya,Corvus Coffee,94,"Denver, Colorado",2024-12-01,9.0,9.0,8,9,8.0,El Salvador Finca Santa Sofia Natural Kenya,0,0,1,0,0,0,22.00/8 ounces,39.7392364,-104.984862,-4.4,0.0,17.9,0.0,2.75,68.0,94.0,False,True,False,False,False
Colombia Aponte Honey,Red Rooster Coffee Roaster,94,"Floyd, Virginia",2024-12-01,9.0,9.0,8,9,9.0,Colombia Aponte Honey,0,0,0,0,0,0,23.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,1.92,64.0,88.0,False,True,False,False,False
Good Tidings Holiday Sweet,Red Rooster Coffee Roaster,93,"Floyd, Virginia",2024-12-01,9.0,9.0,8,9,8.0,Good Tidings Holiday Sweet,1,0,0,0,0,1,24.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,2.0,60.0,77.0,False,False,False,False,True
Guatemala Maravilla La Cumbre Washed Pache,Corvus Coffee,93,"Denver, Colorado",2024-12-01,9.0,8.0,9,9,8.0,Guatemala Maravilla La Cumbre Washed Pache,0,0,1,0,0,0,15.00/8 ounces,39.7392364,-104.984862,-4.4,0.0,17.9,0.0,1.88,64.0,82.0,False,True,False,False,False
Venezuela La Curva,Red Rooster Coffee Roasters,91,"Floyd, Virginia",2024-12-01,9.0,8.0,8,9,7.0,Venezuela La Curva,0,0,0,0,0,0,19.00/12 ounces,36.9157056,-80.3876889,9.8,0.1,23.6,0.0,1.58,64.0,82.0,False,True,False,False,False
El Salvador Finca Don Jaime,Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois",2024-12-01,9.0,8.0,9,9,9.0,El Salvador Finca Don Jaime,0,0,1,0,0,0,26.00/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,2.17,58.0,76.0,False,False,False,False,True
Finca Huixoc Geisha,El Gran Cafe,94,"Antigua Guatemala, Guatemala",2024-12-01,9.0,9.0,9,9,8.0,Finca Huixoc Geisha,0,0,1,0,0,0,24.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,2.0,60.0,82.0,False,True,False,False,False
Finca Huixoc Geisha,El Gran Cafe,94,"Antigua Guatemala, Guatemala",2024-12-01,9.0,9.0,9,9,8.0,Finca Huixoc Geisha,0,0,1,0,0,0,24.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,2.0,60.0,82.0,False,True,False,False,False
Finca Santa Elisa Geisha,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-12-01,9.0,8.0,9,9,8.0,Finca Santa Elisa Geisha,0,0,1,0,0,0,45.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,3.75,64.0,80.0,False,True,False,False,False
Finca Santa Elisa Geisha,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-12-01,9.0,8.0,9,9,8.0,Finca Santa Elisa Geisha,0,0,1,0,0,0,45.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,3.75,64.0,80.0,False,True,False,False,False
Finca La Esperanza,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-12-01,9.0,9.0,8,9,8.0,Finca La Esperanza,0,0,1,0,0,0,24.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,2.0,58.0,78.0,False,False,False,False,True
El Salvador Finca Plan de Hoyo,Conscious Cup Coffee Roasters,93,"Crystal Lake, Illinois",2024-12-01,9.0,9.0,8,9,8.0,El Salvador Finca Plan de Hoyo,0,0,1,0,0,0,23.00/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,1.92,62.0,84.0,False,True,False,False,False
Finca Retana,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-12-01,9.0,9.0,8,9,8.0,Finca Retana,0,0,1,0,0,0,24.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,2.0,58.0,76.0,False,False,False,False,True
Finca San Ramón,El Gran Cafe,92,"Antigua Guatemala, Guatemala",2024-12-01,8.0,9.0,8,9,8.0,Finca San Ramón,0,0,1,0,0,0,20.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,1.67,60.0,76.0,False,False,False,False,True
Todos Santos Cuchumatanán Pacamara,El Gran Cafe,92,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,9,9,8.0,Todos Santos Cuchumatanán Pacamara,0,0,1,0,0,0,20.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,1.67,56.0,74.0,False,False,False,False,True
Finca Huixoc Pacamara,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,Finca Huixoc Pacamara,0,0,1,0,0,0,20.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,1.67,58.0,76.0,False,False,False,False,True
Finca Huixoc Pacamara,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,Finca Huixoc Pacamara,0,0,1,0,0,0,20.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,1.67,58.0,76.0,False,False,False,False,True
5a Poniente,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,5a Poniente,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,45.0,71.0,False,False,True,False,False
5a Poniente,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,5a Poniente,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,45.0,71.0,False,False,True,False,False
5a Poniente,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,5a Poniente,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,45.0,71.0,False,False,True,False,False
5a Poniente,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,8.0,8.0,8,9,8.0,5a Poniente,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,45.0,71.0,False,False,True,False,False
5a Sur,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,9.0,8.0,8,9,7.0,5a Sur,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,50.0,66.0,False,False,True,False,False
5a Sur,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,9.0,8.0,8,9,7.0,5a Sur,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,50.0,66.0,False,False,True,False,False
5a Sur,El Gran Cafe,91,"Antigua Guatemala, Guatemala",2024-12-01,9.0,8.0,8,9,7.0,5a Sur,0,0,1,0,0,0,7.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,0.58,50.0,66.0,False,False,True,False,False
Guatemala El Socorro Natural,Coffee Bros.,91,"Long Island City, New York",2024-12-01,8.0,8.0,8,9,8.0,Guatemala El Socorro Natural,0,0,1,0,0,0,24.99/12 ounces,40.7455316,-73.9484995,10.0,7.2,22.3,0.0,2.08,58.0,77.0,False,False,False,False,True
Costa Rica Rivense Finca El Mango Honey Process,Jackrabbit Java,94,"Thermopolis, Wyoming",2024-12-01,9.0,9.0,9,9,8.0,Costa Rica Rivense Finca El Mango Honey Process,0,0,1,0,0,0,16.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.33,62.0,84.0,False,True,False,False,False
Ethiopia Guji Buku Sayisa Natural,RamsHead Coffee Roasters,93,"Livingston, Montana",2024-12-01,9.0,8.0,9,9,8.0,Ethiopia Guji Buku Sayisa Natural,1,0,0,0,0,0,22.00/12 ounces,45.6623873,-110.5615899,-7.1,0.0,19.4,0.9,1.83,62.0,86.0,False,True,False,False,False
Tanzania AB Nsoga Iweyza,Jackrabbit Java,93,"Thermopolis, Wyoming",2024-12-01,9.0,9.0,8,9,8.0,Tanzania AB Nsoga Iweyza,1,0,0,0,0,0,14.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.17,58.0,78.0,False,False,False,False,True
Bolivia San Lorenzo,Jackrabbit Java,92,"Thermopolis, Wyoming",2024-12-01,9.0,8.0,8,9,8.0,Bolivia San Lorenzo,0,0,0,0,0,0,20.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.67,64.0,82.0,False,True,False,False,False
Ethiopia Yirgacheffe Biloya Anaerobic,RamsHead Coffee Roasters,92,"Livingston, Montana",2024-12-01,8.0,8.0,8,9,9.0,Ethiopia Yirgacheffe Biloya Anaerobic,1,0,0,0,0,0,35.00/12 ounces,45.6623873,-110.5615899,-7.1,0.0,19.4,0.9,2.92,60.0,89.0,False,True,False,False,False
Colombia Water Process Decaf,Jackrabbit Java,91,"Thermopolis, Wyoming",2024-12-01,8.0,8.0,8,9,8.0,Colombia Water Process Decaf,0,0,0,0,0,0,14.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.17,58.0,78.0,False,False,False,False,True
Kenya Kiamwangi Factory AA TOP,Buon Caffe,94,"Taipei, Taiwan",2024-12-01,9.0,9.0,8,9,9.0,Kenya Kiamwangi Factory AA TOP,1,0,0,0,0,0,11.67/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.46,60.0,80.0,False,False,False,False,True
Ethiopia Sidama Bensa Hamasho Washed TOH#2,Buon Caffe,94,"Taipei, Taiwan",2024-12-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Bensa Hamasho Washed TOH#2,1,0,0,0,0,0,10.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.31,64.0,86.0,False,True,False,False,False
X’mas Blend,Buon Caffe,93,"Taipei, Taiwan",2024-12-01,9.0,9.0,8,9,8.0,X’mas Blend,1,0,1,0,0,1,9.57/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.2,58.0,78.0,False,False,False,False,True
Ethiopia Sidama Arbegona Bochesa Natural,Buon Caffe,93,"Taipei, Taiwan",2024-12-01,9.0,8.0,9,9,8.0,Ethiopia Sidama Arbegona Bochesa Natural,1,0,0,0,0,0,11.37/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.42,62.0,80.0,False,True,False,False,False
Ethiopia Sidama Arbegona Natural ASD TOH#2,Buon Caffe,92,"Taipei, Taiwan",2024-12-01,8.0,8.0,9,9,8.0,Ethiopia Sidama Arbegona Natural ASD TOH#2,1,0,0,0,0,0,11.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.5,58.0,84.0,False,True,False,False,False
Costa Rica Finca El Cañal Double Diamond,Magnolia Coffee,94,"Charlotte, North Carolina",2024-11-01,9.0,9.0,9,9,8.0,Costa Rica Finca El Cañal Double Diamond,0,0,1,0,0,0,28.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,2.33,62.0,86.0,False,True,False,False,False
Honduras Roger Dominguez,Utopian Coffee,94,"Fort Wayne, Indiana",2024-11-01,9.0,8.0,9,9,9.0,Honduras Roger Dominguez,0,0,1,0,0,0,20.00/8 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,2.5,66.0,88.0,False,True,False,False,False
Ethiopia Dembi,Rusty Dog Coffee,93,"Madison, Wisconsin",2024-11-01,8.0,9.0,9,9,8.0,Ethiopia Dembi,1,0,0,0,0,0,21.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.79,64.0,81.0,False,True,False,False,False
Guatemala Finca Los Dos Socios,Utopian Coffee,93,"Fort Wayne, Indiana",2024-11-01,9.0,8.0,9,9,8.0,Guatemala Finca Los Dos Socios,0,0,1,0,0,0,19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.58,57.0,77.0,False,False,False,False,True
Guatemala Buenos Aires,Rusty Dog Coffee,93,"Madison, Wisconsin",2024-11-01,9.0,8.0,9,9,8.0,Guatemala Buenos Aires,0,0,1,0,0,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,61.0,83.0,False,True,False,False,False
Honduras Pacayal Regenerative Organic-Certified,Utopian Coffee,93,"Fort Wayne, Indiana",2024-11-01,8.0,9.0,9,9,8.0,Honduras Pacayal Regenerative Organic-Certified,0,0,1,0,0,0,18.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.5,60.0,78.0,False,False,False,False,True
Decaf Mexico Esmeralda,Utopian Coffee,92,"Fort Wayne, Indiana",2024-11-01,8.0,8.0,9,9,8.0,Decaf Mexico Esmeralda,0,0,1,0,0,0,20.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.67,58.0,72.0,False,False,False,False,True
Thai Law Wu,Rusty Dog Coffee,91,"Madison, Wisconsin",2024-11-01,9.0,8.0,8,9,7.0,Thai Law Wu,0,0,0,0,1,0,20.50/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.71,58.0,76.0,False,False,False,False,True
Ngurueri Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-11-01,9.0,9.0,8,9,9.0,Ngurueri Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,62.0,80.0,False,True,False,False,False
Cruz Loma Ecuador,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-11-01,9.0,9.0,9,9,8.0,Cruz Loma Ecuador,0,0,0,0,0,0,22.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.75,60.0,82.0,False,True,False,False,False
El Faldon Colombia,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-11-01,9.0,8.0,9,9,8.0,El Faldon Colombia,0,0,0,0,0,0,25.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.08,58.0,76.0,False,False,False,False,True
Ballista Espresso,Barrington Coffee Roasting Co.,94,"Lee, Massachusetts",2024-11-01,9.0,,9,9,8.0,Ballista Espresso,1,0,0,0,0,0,18.45/12 ounces,42.3073477,-73.2504911,6.4,5.6,22.0,0.0,1.54,56.0,74.0,False,False,False,False,True
Ethiopia Natural Lion 88,David's Nose,94,"Taipei, Taiwan",2024-11-01,9.0,9.0,9,9,8.0,Ethiopia Natural Lion 88,1,0,0,0,0,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,66.0,90.0,False,True,False,False,False
Ethiopia Washed Baby Geisha,David's Nose,93,"Taipei, Taiwan",2024-11-01,9.0,9.0,8,9,8.0,Ethiopia Washed Baby Geisha,1,0,0,0,0,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,64.0,86.0,False,True,False,False,False
Ethiopia Anaerobic Washed Wild Rose,David's Nose,92,"Taipei, Taiwan",2024-11-01,8.0,8.0,9,9,8.0,Ethiopia Anaerobic Washed Wild Rose,1,0,0,0,0,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,66.0,89.0,False,True,False,False,False
PNG New Heaven,David's Nose,92,"Taipei, Taiwan",2024-11-01,9.0,8.0,8,9,8.0,PNG New Heaven,0,0,0,0,1,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,61.0,79.0,False,False,False,False,True
Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,Oceana Coffee,93,"Tequesta, Florida",2024-11-01,9.0,9.0,8,9,8.0,Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,0,0,0,0,0,0,38.00/12 ounces,26.96093665,-80.08920503427859,22.8,0.6,27.6,0.9,3.17,62.0,80.0,False,True,False,False,False
Colombia Finca Juan Martin Sidra Natural,Oceana Coffee,93,"Tequesta, Florida",2024-11-01,9.0,8.0,9,9,8.0,Colombia Finca Juan Martin Sidra Natural,0,0,0,0,0,0,38.00/12 ounces,26.96093665,-80.08920503427859,22.8,0.6,27.6,0.9,3.17,58.0,77.0,False,False,False,False,True
Colombia El Paraiso Geisha Anti-Maceration,SOT Coffee Roaster,95,"Osaka, Japan",2024-11-01,9.0,9.0,9,9,9.0,Colombia El Paraiso Geisha Anti-Maceration,0,0,0,0,0,0,29.00/50 grams,34.6937569,135.5014539,5.8,0.0,24.2,5.7,1.02,70.0,94.0,False,True,False,False,False
Panama Bambito Gesha,Oliver's Custom Coffee,94,"Olympia, Washington",2024-11-01,9.0,9.0,9,9,8.0,Panama Bambito Gesha,0,0,1,0,0,0,55.00/8 ounces,47.0451022,-122.8950075,4.8,0.0,17.9,0.0,6.88,62.0,84.0,False,True,False,False,False
Kona Monarch Gesha Champagne,Oliver's Custom Coffees,93,"Olympia, Washington",2024-11-01,9.0,9.0,8,9,8.0,Kona Monarch Gesha Champagne,0,0,0,1,0,0,55.00/8 ounces,47.0451022,-122.8950075,4.8,0.0,17.9,0.0,6.88,61.0,79.0,False,False,False,False,True
Panama Geisha Vuelta DRD Natural,Paradise Roasters,97,"Hilo, Hawai’i",2024-11-01,10.0,9.0,9,10,9.0,Panama Geisha Vuelta DRD Natural,0,0,1,0,0,0,88.00/4 ounces,19.7073734,-155.08158,22.8,0.5,23.7,0.4,22.0,66.0,88.0,False,True,False,False,False
Kona S12 Kaffa Washed,Paradise Roasters,96,"Hilo, Hawai’i",2024-11-01,9.0,9.0,9,10,9.0,Kona S12 Kaffa Washed,0,0,0,1,0,0,100.00/4 ounces,19.7073734,-155.08158,22.8,0.5,23.7,0.4,25.0,67.0,94.0,False,True,False,False,False
Kona Geisha Rosé Washed,Paradise Roasters,96,"Hilo, Hawai’i",2024-11-01,9.0,9.0,9,10,9.0,Kona Geisha Rosé Washed,0,0,0,1,0,0,100.00/4 ounces,19.7073734,-155.08158,22.8,0.5,23.7,0.4,25.0,64.0,88.0,False,True,False,False,False
Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05,Euphora Coffee,97,"Taipei, Taiwan",2024-11-01,10.0,9.0,9,10,9.0,Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05,0,0,1,0,0,0,700.00/4 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,175.0,64.0,88.0,False,True,False,False,False
Taiwan Zou Zhou Yuan Estate Geisha Natural,Sea Island Coffee,92,"London, England",2024-11-01,9.0,8.0,8,9,8.0,Taiwan Zou Zhou Yuan Estate Geisha Natural,0,0,0,0,1,0,168.00/125 grams,51.5074456,-0.1277653,10.3,4.0,19.1,0.2,5.93,59.0,77.0,False,False,False,False,True
Kenya AA Kangiri New Irati,Bear Lake Coffee,95,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,9.0,Kenya AA Kangiri New Irati,1,0,0,0,0,0,19.00/12 ounces,45.67741585,-91.9699898428904,-1.5,0.2,22.1,0.4,1.58,66.0,84.0,False,True,False,False,False
Costa Rica Central Valley Honey Geisha,Bear Lake Coffee,94,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,8.0,Costa Rica Central Valley Honey Geisha,0,0,1,0,0,0,16.00/6 ounces,45.67741585,-91.9699898428904,-1.5,0.2,22.1,0.4,2.67,62.0,80.0,False,True,False,False,False
Ethiopia Sidama Bombe G1 Washed,Bear Lake Coffee,94,"Barronett, Wisconsin",2024-11-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Bombe G1 Washed,1,0,0,0,0,0,19.00/12 ounces,45.67741585,-91.9699898428904,-1.5,0.2,22.1,0.4,1.58,64.0,84.0,False,True,False,False,False
Costa Rica Lilo Microlot,Bear Lake Coffee,93,"Barronett, Wisconsin",2024-11-01,9.0,9.0,8,9,8.0,Costa Rica Lilo Microlot,0,0,1,0,0,0,20.00/12 ounces,45.67741585,-91.9699898428904,-1.5,0.2,22.1,0.4,1.67,60.0,88.0,False,True,False,False,False
Ethiopia Guji Buku Sayisa G1 Natural,Bear Lake Coffee,92,"Barronett, Wisconsin",2024-11-01,8.0,8.0,9,9,8.0,Ethiopia Guji Buku Sayisa G1 Natural,1,0,0,0,0,0,19.00/12 ounces,45.67741585,-91.9699898428904,-1.5,0.2,22.1,0.4,1.58,58.0,75.0,False,False,False,False,True
Kenya AA Aries Return Espresso,Simon Hsieh Aroma Roast Coffees,96,"Taoyuan, Taiwan",2024-11-01,9.0,,9,9,9.0,Kenya AA Aries Return Espresso,1,0,0,0,0,0,28.50/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,3.56,44.0,60.0,False,False,True,False,False
Kenya All’s Well Peaberry Espresso,Simon Hsieh Aroma Roast Coffees,96,"Taoyuan, Taiwan",2024-11-01,9.0,,9,10,9.0,Kenya All’s Well Peaberry Espresso,1,0,0,0,0,0,27.00/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,3.38,46.0,72.0,False,False,True,False,False
Espresso No. 6 Finca San José Ocaña,El Gran Cafe,96,"Antigua Guatemala, Guatemala",2024-11-01,9.0,,9,9,9.0,Espresso No. 6 Finca San José Ocaña,0,0,1,0,0,0,25.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,2.08,50.0,64.0,False,False,True,False,False
Guatemala Finca Santa Isabel SL28 COE #13,El Gran Cafe,93,"Antigua Guatemala, Guatemala",2024-11-01,9.0,9.0,8,9,8.0,Guatemala Finca Santa Isabel SL28 COE #13,0,0,1,0,0,0,47.00/12 ounces,14.5567814,-90.7337346,18.5,0.0,19.6,2.0,3.92,52.0,60.0,False,False,True,False,False
Kahiko Orange,Hula Daddy Kona Coffee,98,"Holualoa, Hawai’i",2024-11-01,10.0,10.0,9,10,9.0,Kahiko Orange,0,0,0,1,0,0,99.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,12.49,54.0,84.0,False,False,False,False,True
Kenya Washed Kiambu Yara Estate PB TOP,Kakalove Cafe,97,"Chia-Yi, Taiwan",2024-11-01,9.0,10.0,9,10,9.0,Kenya Washed Kiambu Yara Estate PB TOP,1,0,0,0,0,0,9.00/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,2.25,58.0,80.0,False,False,False,False,True
Kona Orange,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i",2024-11-01,9.0,9.0,9,10,9.0,Kona Orange,0,0,0,1,0,0,79.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,9.99,58.0,84.0,False,True,False,False,False
Colombia Wilton Benitez Sudan Rume,Utopian Coffee,96,"Fort Wayne, Indiana",2024-11-01,9.0,9.0,9,10,9.0,Colombia Wilton Benitez Sudan Rume,0,0,0,0,0,0,29.00/8 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,3.62,64.0,84.0,False,True,False,False,False
Ethiopia Washed Gute 74110 Lot JH,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-11-01,9.0,9.0,9,9,9.0,Ethiopia Washed Gute 74110 Lot JH,1,0,0,0,0,0,14.40/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.8,60.0,82.0,False,True,False,False,False
Ethiopia Natural Sidama Bura Karamo 74158,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-11-01,9.0,9.0,9,9,9.0,Ethiopia Natural Sidama Bura Karamo 74158,1,0,0,0,0,0,14.40/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.8,57.0,88.0,False,True,False,False,False
Taiwan Honey Alishan Ming Yang Yuan Gesha,Kakalove Cafe,95,"Chia-Yi, Taiwan",2024-11-01,9.0,9.0,9,9,9.0,Taiwan Honey Alishan Ming Yang Yuan Gesha,0,0,0,0,1,0,33.30/4 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,8.32,62.0,84.0,False,True,False,False,False
Kenya Washed Kiambu AB TOP Lot Yerihar,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-11-01,9.0,9.0,9,9,8.0,Kenya Washed Kiambu AB TOP Lot Yerihar,1,0,0,0,0,0,10.50/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.31,58.0,78.0,False,False,False,False,True
Kenya Ibonia Estate,Roadmap CoffeeWorks,95,"Lexington, Virginia",2024-11-01,9.0,9.0,9,9,9.0,Kenya Ibonia Estate,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,58.0,80.0,False,False,False,False,True
Ethiopia Worka Sakaro,Roadmap CoffeeWorks,94,"Lexington, Virginia",2024-11-01,9.0,8.0,9,9,9.0,Ethiopia Worka Sakaro,1,0,0,0,0,0,27.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.25,62.0,86.0,False,True,False,False,False
Guatemala Washed Huehuetenango Joya Verde,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-11-01,9.0,,9,9,8.0,Guatemala Washed Huehuetenango Joya Verde,0,0,1,0,0,0,7.80/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.97,56.0,74.0,False,False,False,False,True
Ethiopia Washed Guji Uraga Tebe Burka,Kakalove Cafe,94,"Chia-Yi, Taiwan",2024-11-01,9.0,9.0,9,9,8.0,Ethiopia Washed Guji Uraga Tebe Burka,1,0,0,0,0,0,9.90/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.24,58.0,80.0,False,False,False,False,True
Colombia Decaf Granja Paraiso 92,Kakalove Cafe,93,"Chia-Yi, Taiwan",2024-11-01,9.0,8.0,9,9,8.0,Colombia Decaf Granja Paraiso 92,0,0,0,0,0,0,9.90/8 ounce,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.24,57.0,78.0,False,False,False,False,True
